sha;hex-8;package;category;summary;description;files;num. files;num. lines changed
4ad3e786a5f49e8d7e461ac5e4bf994923a413dc;4ad3e786;library;navekf;fix initialization of the SmallEKF;"fix initialization of the SmallEKF

The constructor 'states' variable was not being called. To make sure other variables where also zeroed now";['libraries/AP_NavEKF/AP_SmallEKF.cpp'];1;12
87e6452ee90f267cba4cb6dbca58b5a24e92b7c0;87e6452e;library;mission;bug fix when jump target is zero;"bug fix when jump target is zero

This would result in copter flying to a waypoint high above home";['libraries/AP_Mission/AP_Mission.cpp'];1;4
38491c4ff775cb995ce7da67ad2a7739ba5b6d12;38491c4f;library;camera;fix mission cmds sending msgs to components;"fix mission cmds sending msgs to components

mission commands were triggering the sending of
mavlink mission items when they should have been sending
command long messages";['libraries/AP_Camera/AP_Camera.h', 'libraries/AP_Camera/AP_Camera.cpp'];2;71
12957867fd08fc72d5135ba9033895a0d4ffe601;12957867;library;ac_poscontrol;fix thr twitch when changing modes;fix thr twitch when changing modes;['libraries/AC_AttitudeControl/AC_PosControl.cpp'];1;1
90d74e55d39251304f535e7bddb7c00b0e22f424;90d74e55;library;antennatracker;fix newlines;fix newlines;['AntennaTracker/control_auto.pde', 'AntennaTracker/control_manual.pde', 'AntennaTracker/control_scan.pde', 'AntennaTracker/servos.pde'];4;778
06ea18f97e65cacd3beb49c11514993d7e8e4a22;06ea18f9;library;filter;fix LPF example sketch;fix LPF example sketch;['libraries/Filter/examples/LowPassFilter/LowPassFilter.pde'];1;5
99a9a885296ea13d5805723cba716172a95de75a;99a9a885;library;filter;dt check fix for LPF;dt check fix for LPF;['libraries/Filter/LowPassFilter.h'];1;2
a1e6a3ee32ef2a148dc8919ab652cdea1b0f2b9f;a1e6a3ee;library;ac_poscontrol;minor format fix;minor format fix;['libraries/AC_AttitudeControl/AC_PosControl.h'];1;2
5d70854c08b228bb80ce2c215037e7acfe084adc;5d70854c;library;navekf;Fix minor bug in calculation of innovation variance;"Fix minor bug in calculation of innovation variance

the innovation variance for GPS should be the sum of squares of the state and measurement uncertainty.";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;2
d3f4b4a02bac3e3b4aec15781cfb545d8f57c0d6;d3f4b4a0;library;navekf;Fix name consistency for data check time stamps;Fix name consistency for data check time stamps;['libraries/AP_NavEKF/AP_NavEKF.h', 'libraries/AP_NavEKF/AP_NavEKF.cpp'];2;36
4e09c9832b528e8586821be54a953aa36b7add2b;4e09c983;copter;copter;fix guided_posvel and guided_vel to update pos_control at same rate as wpnav;fix guided_posvel and guided_vel to update pos_control at same rate as wpnav;['ArduCopter/control_guided.pde'];1;42
55d8f440d4270af1746b22aa29cbe98a7ce4fc35;55d8f440;copter;copter;fix alt sent to fence_check to be meters;fix alt sent to fence_check to be meters;['ArduCopter/fence.pde'];1;2
0f9e50d61c57df22eff2a4951c489878cd67d1b3;0f9e50d6;copter;copter;fix rtl completion altitude;fix rtl completion altitude;['ArduCopter/control_rtl.pde'];1;2
b344a7ed17695fbc1407ede68753c10deadb52e5;b344a7ed;copter;copter;fix set_position_target altitudes;fix set_position_target altitudes;['ArduCopter/GCS_Mavlink.pde'];1;8
301d4cc4a690212b224753b636122d816b8cf196;301d4cc4;copter;copter;fix guided takeoff altitude;fix guided takeoff altitude;['ArduCopter/control_guided.pde'];1;4
fd55068620b27c8cfbf8122dad9ef8a008b0b101;fd550686;library;ac_wpnav;fix double-twitch on stop in loiter;fix double-twitch on stop in loiter;['libraries/AC_WPNav/AC_WPNav.cpp'];1;29
b292873304c6be95f948f947d9c402ebd878e758;b2928733;library;inertialsensor;fix starvation in L3G4200D;"fix starvation in L3G4200D

The main thread would always be blocked on the semaphore to read the
data from accelerometer and gyroscope. Especially if we have a slow
update of these values in _accumulate() due to the I2C transfer function
taking too much time: the timer thread would never give up the CPU,
causing starvation on the main thread.

This fixes the issue by reducing the critical region using a flip-buffer
so _accumulate() can work on its own copy of the data. Now that the
critical region is smaller, also avoid the semaphore and use a spinlock
instead.";['libraries/AP_InertialSensor/AP_InertialSensor_L3G4200D.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_L3G4200D.h'];2;60
e3d78b896074e4e10df50751d9afdbf1149a5bc0;e3d78b89;library;hal_linux;fix passing callback to member function;"fix passing callback to member function

It's undefined behavior to pass the callback to pthread to a class
member like we were doing. Refactor the code so the callbacks are static
members.

This fixes the following warnings:

libraries/AP_HAL_Linux/Scheduler.cpp: In member function 'virtual void Linux::LinuxScheduler::init(void*)':
/home/lucas/p/dronecode/ardupilot/libraries/AP_HAL_Linux/Scheduler.cpp:61:76: warning: converting from 'void* (Linux::LinuxScheduler::*)()' to 'Linux::LinuxScheduler::pthread_startroutine_t {aka void* (*)(void*)}' [-Wpmf-conversions]
                            (pthread_startroutine_t)&Linux::LinuxScheduler::_timer_thread)^^
                                                                            ^
libraries/AP_HAL_Linux/Scheduler.cpp:65:76: warning: converting from 'void* (Linux::LinuxScheduler::*)()' to 'Linux::LinuxScheduler::pthread_startroutine_t {aka void* (*)(void*)}' [-Wpmf-conversions]
                            (pthread_startroutine_t)&Linux::LinuxScheduler::_uart_thread)^^
                                                                            ^
libraries/AP_HAL_Linux/Scheduler.cpp:69:76: warning: converting from 'void* (Linux::LinuxScheduler::*)()' to 'Linux::LinuxScheduler::pthread_startroutine_t {aka void* (*)(void*)}' [-Wpmf-conversions]
                            (pthread_startroutine_t)&Linux::LinuxScheduler::_rcin_thread)^^
                                                                            ^
libraries/AP_HAL_Linux/Scheduler.cpp:73:76: warning: converting from 'void* (Linux::LinuxScheduler::*)()' to 'Linux::LinuxScheduler::pthread_startroutine_t {aka void* (*)(void*)}' [-Wpmf-conversions]
                            (pthread_startroutine_t)&Linux::LinuxScheduler::_tonealarm_thread)^^
                                                                            ^
libraries/AP_HAL_Linux/Scheduler.cpp:77:76: warning: converting from 'void* (Linux::LinuxScheduler::*)()' to 'Linux::LinuxScheduler::pthread_startroutine_t {aka void* (*)(void*)}' [-Wpmf-conversions]
                            (pthread_startroutine_t)&Linux::LinuxScheduler::_io_thread)^^";['libraries/AP_HAL_Linux/Scheduler.cpp', 'libraries/AP_HAL_Linux/Scheduler.h'];2;85
62c2f737d597a7f2ddb49fab8d42473da3b587f4;62c2f737;library;hal_linux;fix setting RT priorities;"fix setting RT priorities

LinuxScheduler::init() was not really working as it should. This was the
result of ""ps -Leo class,rtprio,wchan,comm | grep ArduCopter"":

FF      12 futex_ ArduCopter.elf
FF      12 usleep ArduCopter.elf
FF      12 hrtime ArduCopter.elf
FF      12 poll_s ArduCopter.elf
FF      12 hrtime ArduCopter.elf
FF      12 hrtime ArduCopter.elf

As can be seen all the threads run with the same priority, the one of the main
thread. There were basically 2 mistakes:

	1) pthread_attr_setschedpolicy() needs to be called before
	   pthread_attr_setschedparam(). Otherwise the latter will just return
	   an error and not set the priority

	2) pthread_create() defaults to ignore the priority and inherit the
	   it from the parent thread. pthread_attr_setinheritsched() needs to
	   be called to change the behavior to PTHREAD_EXPLICIT_SCHED. See
	   pthread_attr_setinheritsched(3) for an example program to test the
	   behaviors.

Also, it's undefined behavior to call pthread_attr_init() several times on the
same pthread_attr_t. Although we could reutilize the same attribute without
calling  pthread_attr_init() again, lets refactor the code a little bit, so all
the pthread calls are in a single place. Then also call pthread_attr_destroy()
when we are done.";['libraries/AP_HAL_Linux/Scheduler.cpp', 'libraries/AP_HAL_Linux/Scheduler.h'];2;74
e2071a4630f3943c2404e957ea21b38eeebadac3;e2071a46;library;notify;ToneAlarm fix to stopping continuous tones;ToneAlarm fix to stopping continuous tones;['libraries/AP_Notify/ToneAlarm_PX4.cpp'];1;2
e79ccf1fccbdcf29cd7eeab588dbb56af4982a50;e79ccf1f;library;navekf;Fix bug allowing terrain to be above vehicle position;"Fix bug allowing terrain to be above vehicle position

The terrain state and vehicle state need to be compared at the same time horizon.";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;2
11576a0f1e28719b1fa6065c19ba87058654ea80;11576a0f;copter;copter;fix bitmask for use with SET_POSITION_TARGET;"fix bitmask for use with SET_POSITION_TARGET

Thanks to vooon for spotting this";['ArduCopter/defines.h'];1;6
ff9917d3388723aa3d6af6d9759fb1a5e96489cb;ff9917d3;library;ahrs;Fix bug preventing EKF from initialising;Fix bug preventing EKF from initialising;['libraries/AP_AHRS/AP_AHRS_NavEKF.cpp'];1;5
07735fefa63a5562047c9eeeda6cbd8c15b5a99c;07735fef;library;math;fix div by zero in quaternion;fix div by zero in quaternion;['libraries/AP_Math/quaternion.cpp'];1;1
5284211c96414a80af05874ec9c60e7113911867;5284211c;library;serialmanager;fixed matching bug in protocol_match();"fixed matching bug in protocol_match()

thanks to Mike Clement for noticing this";['libraries/AP_SerialManager/AP_SerialManager.cpp'];1;4
9b3656e77c62051b9a1966a4bb5f90b0c2f734af;9b3656e7;library;navekf;Fix bug introduced in Y axis flow fusion;Fix bug introduced in Y axis flow fusion;['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;9
7fc0f026d2be3bd620a44f47005fab019051a216;7fc0f026;library;navekf;Fix bug in optical flow innovation variance integrity check;"Fix bug in optical flow innovation variance integrity check

The check allowed negative innovation variances to pass. If this did occur, the filter would diverge.";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;4
d4c60ca9563ec364bb19bc96c44d2a8a2ad699c5;d4c60ca9;library;navekf;Fix bug preventing reset of velocity after OF fusion timeout;Fix bug preventing reset of velocity after OF fusion timeout;['libraries/AP_NavEKF/AP_NavEKF.h', 'libraries/AP_NavEKF/AP_NavEKF.cpp'];2;6
1c244af3d8af9c419b31297ac84401568fe97e3e;1c244af3;library;navekf;Fix bug affecting in-flight GPS acquisition;"Fix bug affecting in-flight GPS acquisition

This bug caused velocities to be reset to zero";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;1
4147825b87ba00bc17c42f5ea39c5c1ae3c786c2;4147825b;library;inertialsensor;fixed gyro calibration bug;"fixed gyro calibration bug

we must not update _gyro_offset[] until we have completed calibration
of that gyro, or we will end up using the new offsets when asking for
the raw gyro vector";['libraries/AP_InertialSensor/AP_InertialSensor.cpp'];1;7
912a5d80b183fe79efd8f5f6db2aa1769df003ce;912a5d80;library;tracker;fix serial manager integration;fix serial manager integration;['AntennaTracker/system.pde'];1;2
8f49c96b1ac9a98e5bf848ede517675ddcd998f8;8f49c96b;rover;rover;fix serial manager integration;fix serial manager integration;['APMrover2/system.pde'];1;2
7e4dd9666c10b980470210119b37c84cb1dc9917;7e4dd966;plane;plane;fix serial manager integration;fix serial manager integration;['ArduPlane/system.pde'];1;2
1828515b3b674f8408eb79627e73ebff05de6a5b;1828515b;library;motors;bug fix to _batt_voltage_filt;bug fix to _batt_voltage_filt;['libraries/AP_Motors/AP_Motors_Class.cpp'];1;2
ea108771130695665a6a5b7f0d72157054235e61;ea108771;tools;replay;fix handling of old IMU messages;fix handling of old IMU messages;['Tools/Replay/Replay.pde', 'Tools/Replay/LogReader.cpp'];2;17
8ba043e593ca1f509817c28b9201913306000b8f;8ba043e5;library;ahrs;fixed EKF startup bug;"fixed EKF startup bug

This fixes the EKF for when GPS lock takes more than 10 seconds

fixes issue #2010";['libraries/AP_AHRS/AP_AHRS_NavEKF.cpp', 'libraries/AP_AHRS/AP_AHRS_NavEKF.h'];2;11
127791127ca45848beef976bc40918c92dfeaa71;12779112;library;ac_poscontrol;fix double literals;fix double literals;['libraries/AC_AttitudeControl/AC_PosControl.h'];1;4
09aa2f81147da09fe600a37f78980469598cf836;09aa2f81;library;ac_attitudecontrol;Fix function discription;Fix function discription;['libraries/AC_AttitudeControl/AC_AttitudeControl.h'];1;2
35d1cbd053220b588ae69300353ec5b70c2a3692;35d1cbd0;copter;copter;Autotune fix P test;Autotune fix P test;['ArduCopter/control_autotune.pde'];1;77
9aba8852315d6baa351bc5917aaccd649d586e38;9aba8852;library;ac_fence;fix prearm check;"fix prearm check

before arming the EKF's pred_horiz_pos_abs flag should be used";['libraries/AC_Fence/AC_Fence.cpp'];1;2
31a55b2bd61a0aa147b4033800c064f03125f656;31a55b2b;library;motorsmatrix;fix div by zero by ensuring throttle is above min;fix div by zero by ensuring throttle is above min;['libraries/AP_Motors/AP_MotorsMatrix.cpp'];1;2
9c2f1ce869240dc82d775a586256ee252be62a5f;9c2f1ce8;library;mount;Fix bug in mavlink gimbal attitude control;Fix bug in mavlink gimbal attitude control;['libraries/AP_Mount/AP_Mount_MAVLink.cpp'];1;16
103bb2a08dac3d9b1967fbc2610e06c6e26b1a48;103bb2a0;library;inertialsensor;Fix orientation MPU6000 PXF;Fix orientation MPU6000 PXF;['libraries/AP_InertialSensor/AP_InertialSensor_MPU6000.cpp'];1;9
2a47337dc1c55ca2534c82a4894e38399f956b5c;2a47337d;copter;copter;fix multiple flight-mode fail log messages;"fix multiple flight-mode fail log messages

When the vehicle failed to enter a flight mode it was logging the
failure repeatedly in the dataflash";['ArduCopter/switches.pde'];1;6
bb74b8dec86b074522438f2b83aff7ec5070d3be;bb74b8de;library;ac_poscontrol;fix twitch when entering RTL;"fix twitch when entering RTL

Also removed slow_cpu flag
Fixed bug in update to _accel_target_jerk_limited.";['libraries/AC_AttitudeControl/AC_PosControl.h', 'libraries/AC_AttitudeControl/AC_PosControl.cpp'];2;37
3a1cbaeb25fc8e1b1587cbb0207d42a30208b8d4;3a1cbaeb;library;mission;fix for new compass API;fix for new compass API;['libraries/AP_Mission/examples/AP_Mission_test/AP_Mission_test.pde'];1;2
b488d6de00764f58e731233d86c898840d5285bd;b488d6de;library;ahrs;fix for new compass API;fix for new compass API;['libraries/AP_AHRS/examples/AHRS_Test/AHRS_Test.pde'];1;2
cc0d5b9ced728c0790b98a63dfe35343f5adbf02;cc0d5b9c;library;ac_pi_2d;replace set_filt_hz method with filt_hz;"replace set_filt_hz method with filt_hz

Thanks to Jonathan Challinger for spotting this bug";['libraries/AC_PID/AC_PI_2D.cpp', 'libraries/AC_PID/AC_PI_2D.h'];2;23
c10b0b34caa50bc58daf7dd717127941d9017737;c10b0b34;library;ac_pid;replace set_filt_hz method with filt_hz;"replace set_filt_hz method with filt_hz

Thanks to Jonathan Challinger for spotting this bug
Also add sanity check to filt_hz";['libraries/AC_PID/AC_PID.cpp', 'libraries/AC_PID/AC_PID.h'];2;24
9871b955866ed21e9c13b7f857222d17fa33aebd;9871b955;library;ac_poscontrol;fix dt sanity checking;fix dt sanity checking;['libraries/AC_AttitudeControl/AC_PosControl.h', 'libraries/AC_AttitudeControl/AC_PosControl.cpp'];2;6
792b2a2eb30db140423358ebda1d15c58ea2d848;792b2a2e;library;ac_attcontrol;separate accel max for roll, pitch, yaw;"separate accel max for roll, pitch, yaw

Also add:
Rate filters
rename rate filter defines
d-term only filter for roll, pitch rate control
accessors to save max accel for roll, pitch, yaw
fix for duplicate ACCEL_Y_MAX param";['libraries/AC_AttitudeControl/AC_AttitudeControl.h', 'libraries/AC_AttitudeControl/AC_AttitudeControl.cpp'];2;194
339dac18f7db3c8bf677154cd56ae7e85bd30e55;339dac18;rover;rover;Fix the yellow binking lights after the AP_Notify updates;Fix the yellow binking lights after the AP_Notify updates;['APMrover2/APMrover2.pde'];1;6
8629637cecbe04a3d8105422f33a95226d782622;8629637c;rover;rover;Fix for a minor sonar problem;Fix for a minor sonar problem;['APMrover2/sensors.pde'];1;2
cf8c211c3586b38143487fc9397e3e0a5a98b360;cf8c211c;library;motors;fix thrust curve and add constraint;fix thrust curve and add constraint;['libraries/AP_Motors/AP_Motors_Class.cpp'];1;3
90cac02bd7475be122d62d19d0218badf67b7ed2;90cac02b;library;notify;OreoLED fix to fade-in when armed;OreoLED fix to fade-in when armed;['libraries/AP_Notify/OreoLED_PX4.cpp'];1;4
da4a36c4e02d6c758b604dfd9610fa4b2c8d6cdb;da4a36c4;copter;copter;fix nack result_unsupported when arming fails;"fix nack result_unsupported when arming fails

We should return unsupported if param1 does not equal 0 or 1";['ArduCopter/GCS_Mavlink.pde'];1;2
64da7f0360cb4da6b5f6d8e8ba762d4682c7a1cc;64da7f03;library;hal_linux;fix macro that defines number of I/O callbacks;fix macro that defines number of I/O callbacks;['libraries/AP_HAL_Linux/Scheduler.cpp', 'libraries/AP_HAL_Linux/Scheduler.h'];2;5
9f552eaa4bbbf9e105e142285d637e88baf64490;9f552eaa;library;navekf;Fix bug that resets position to origin when vehicle arms;Fix bug that resets position to origin when vehicle arms;['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;17
98b78e61c296f39348d361c09a1cc86282a78a94;98b78e61;library;inertialnav;fix apm1 oilpan support;fix apm1 oilpan support;['libraries/AP_InertialNav/examples/AP_InertialNav_test/AP_InertialNav_test.pde'];1;2
49d81a9c993d7274375ba3b052e52d98efae7eb6;49d81a9c;library;ahrs;fix apm1 oilpan support;fix apm1 oilpan support;['libraries/AP_AHRS/examples/AHRS_Test/AHRS_Test.pde'];1;2
99ca779718f5695b4c639d8381596e6e761a4ff5;99ca7797;copter;copter;fix to allow arming in Guided from GCS;fix to allow arming in Guided from GCS;['ArduCopter/GCS_Mavlink.pde'];1;2
7fb114752c3e52e5a684e38ae49fe1f2ca27b76a;7fb11475;library;hal_avr;accept a much shorted sync pulse width on RCInput;"accept a much shorted sync pulse width on RCInput

this should fix issues with OpenLRSng default settings";['libraries/AP_HAL_AVR/RCInput.h', 'libraries/AP_HAL_AVR/RCInput_APM2.cpp', 'libraries/AP_HAL_AVR/RCInput_APM1.cpp'];3;12
2c012c2763bb26c30e988509020cca33e810d57c;2c012c27;library;navekf;Always check for new GPS data;"Always check for new GPS data

This fixes a bug that meant that once the EKF had started up in a non-GPS mode, it would no longer read the GPS and therefore would never be able to use GPS again until reset.";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;8
925d625ed1554c224af9e3d4000ed2e55224f6a2;925d625e;library;navekf;fix bug in small EKF velocity fusion;fix bug in small EKF velocity fusion;['libraries/AP_NavEKF/AP_SmallEKF.cpp'];1;4
255252f387d7b23929c20c10889b9de99ce548f1;255252f3;library;math;Fix bug in quaternion division;Fix bug in quaternion division;['libraries/AP_Math/quaternion.cpp'];1;6
8911dfd791fcee69a2efd1d6c7b31552013a3f09;8911dfd7;library;dataflash;fix out-of-bounds read when logging;"fix out-of-bounds read when logging

Checked in my rmackay9";['libraries/DataFlash/LogFile.cpp'];1;2
24af65a41a16349679e1df1bcf031f5b1ea8e69b;24af65a4;library;mount_alexmos;critical fix to avoid endless loop if byte arrive to fast in serial buffer;"critical fix to avoid endless loop if byte arrive to fast in serial buffer

This fix reads the number of bytes available and iterates on it instead of looking for new bytes in the serial buffer (potentially forever)";['libraries/AP_Mount/AP_Mount_Alexmos.cpp'];1;5
